-9.980663282189878771e+01;7.473149803189779959e+03
-9.951749888823108847e+01;7.273658016596127709e+03
-9.943410421050194259e+01;6.370902118766951389e+03
-9.798306472975839654e+01;5.979863055310359414e+03
-9.697917174867167489e+01;6.705263511491020836e+03
-9.597790835766704731e+01;6.645435277455602773e+03
-9.597083744429694718e+01;6.175376943443634445e+03
-9.462124313568389766e+01;6.524294932365424756e+03
-9.157864061826883528e+01;5.487641648838838591e+03
-9.137050988411850483e+01;5.864035207117328355e+03
-8.778012170744506193e+01;5.095457389706233698e+03
-8.415571334630467959e+01;5.057466138713248256e+03
-8.357115335335134887e+01;4.955969108282653906e+03
-7.832259746451151727e+01;4.605945796866009914e+03
-7.751989336404074038e+01;3.777928031984628888e+03
-7.499984615789131226e+01;4.370009703610012366e+03
-7.278334210354017841e+01;2.485781446786873857e+03
-6.740094664424962900e+01;2.553687106488260724e+03
-6.513254164934774337e+01;2.645962850426998557e+03
-6.490941888745774691e+01;1.897684574317721172e+03
-6.115845136573852159e+01;2.816114126786592351e+03
-6.096343349809376377e+01;2.537730227866233236e+03
-5.989095715537051490e+01;3.434059120280723164e+03
-5.929221868481857882e+01;2.266572301097470699e+03
-5.777040059112039927e+01;2.510686261505668881e+03
-5.597349193538014589e+01;2.298198952837653451e+03
-4.888260533847186196e+01;2.631976421218828364e+03
-4.687856209148064579e+01;1.694839513588205364e+03
-4.638305535029354587e+01;1.978496422561090185e+03
-4.482620381900935058e+01;1.200281149323156342e+03
-4.176294414470884675e+01;6.632386213516330145e+02
-4.127406949972940708e+01;1.774942756732000817e+03
-4.099196590736107026e+01;8.244345275947246137e+02
-4.037170710512676663e+01;1.579338814007742258e+03
-4.019334227903528500e+01;1.183812729090226185e+03
-3.823600962762612454e+01;1.133228156336504526e+03
-3.329458638348764055e+01;1.605857104859635456e+02
-3.172390563171791200e+01;6.458822489963259841e+02
-2.371624013398407271e+01;7.741041341293800997e+02
-2.093338944854184547e+01;1.361297156843291305e+03
-1.804194584888128361e+01;-3.843627088579257816e+02
-1.752057947155778095e+01;5.291069834568294254e+02
-1.681967057857620773e+01;4.321545627138216901e+02
-1.447840855948190608e+01;1.869976419933738612e+02
-1.396848604408542371e+01;1.459096042735148160e+02
-1.152068621735043052e+01;1.307707593038663845e+03
-1.048907370959319962e+01;2.442612485172875836e+02
-1.026928835554225827e+01;-3.621692444047876620e+02
-9.292824732043982294e+00;-1.798907702583878176e+02
-1.236805325741528350e+00;-5.553131328614780386e+02
2.689402465103682971e-01;5.779507812839667622e+02
2.682150747518448952e+00;3.909640384158938673e+02
4.663426113701916620e+00;6.332446073643792488e+02
5.823401939055344201e+00;2.923237580676387779e+02
6.348121448758419660e+00;3.458066358930414026e+02
7.073560367246869873e+00;-6.073338885396547084e+02
7.949823544259146502e+00;-5.885892724062814523e+02
1.084517433770237460e+01;2.641389831637852126e+00
1.126462435658407912e+01;-1.208179593524044719e+02
1.534641944638643452e+01;3.922670130931240919e+02
1.648128664854769454e+01;6.757903581243360804e+02
1.653857824113451613e+01;3.525817230057948564e+02
1.733163506383694141e+01;-7.007602383869544838e+01
1.825700788844829958e+01;-4.474803991743407892e+02
2.120348598199556989e+01;2.897833862152702977e+01
2.170413295325121794e+01;9.514715949915130295e+02
2.411039515943518552e+01;6.543973600847025409e+02
2.446973599595958149e+01;2.111595112458344374e+02
2.532013919650901812e+01;1.311080685809326951e+02
2.634031549040982156e+01;4.144730682772273553e+02
2.742596502509961454e+01;6.554032798739865484e+02
2.749955023594192483e+01;1.025764077145918236e+03
3.215628753580801913e+01;1.405632380333156107e+03
3.605927746703991943e+01;1.199525001555512063e+03
4.127724575140990737e+01;6.137423271750394633e+02
4.363010139788224251e+01;1.992280594308885384e+03
4.396220733778383760e+01;1.461629940976122498e+03
4.736729910493926354e+01;1.752653196867115867e+03
5.359922093153764422e+01;2.079310183818271980e+03
5.424930796673740474e+01;1.627391440231096112e+03
5.629308440285115012e+01;1.862979554085678501e+03
5.883223997797273341e+01;2.576883460918280434e+03
5.998945756387058736e+01;2.491917897244898541e+03
6.016744304329228044e+01;2.334869785317074275e+03
6.997071467537304557e+01;2.998169824418280768e+03
7.007902366113540893e+01;2.981142322065334156e+03
7.030261790786894949e+01;3.744351178594233261e+03
7.424320676433376320e+01;4.619823787059873212e+03
7.584153090806708519e+01;4.497136872550710905e+03
8.027059372667127946e+01;3.195008230080570684e+03
8.134676557704713673e+01;4.666407865424687770e+03
8.509003606526079011e+01;5.030284091519469257e+03
8.601125713724761113e+01;5.816441405568786649e+03
8.701139038224297906e+01;5.379579309299442684e+03
8.714394219554921506e+01;5.062173019262510934e+03
9.096331816437884754e+01;6.039759347912704470e+03
9.136442480675606248e+01;5.494502903604014136e+03
9.270826311297014399e+01;7.014580826153707676e+03
9.569344301562415467e+01;5.868704974727738772e+03
9.686956357279635199e+01;6.565067594328211271e+03
