518;528;3-tipped-star
882;597;3-tipped-star
283;482;3-tipped-star
180;444;3-tipped-star
21;325;3-tipped-star
449;561;3-tipped-star
685;871;3-tipped-star
187;896;3-tipped-star
594;715;3-tipped-star
247;522;3-tipped-star
847;251;3-tipped-star
85;182;3-tipped-star
622;247;3-tipped-star
589;360;3-tipped-star
877;355;3-tipped-star
985;143;8-tipped-star
859;909;8-tipped-star
824;506;8-tipped-star
218;777;8-tipped-star
52;835;8-tipped-star
631;900;8-tipped-star
753;269;8-tipped-star
256;186;8-tipped-star
995;688;8-tipped-star
119;930;8-tipped-star
742;168;circle
694;588;circle
780;773;circle
